position,name,url,rating,rating_count,industry_location,reviews,salaries,interviews,jobs,benefits,photos,highly_rated_for,critically_rated_for
20,Hero MotoCorp,https://www.ambitionbox.com/overview/hero-motocorp-overview,4.1,(4.7k),Automobile | Gurgaon / Gurugram +338 other locations,4.7k,14.5k,362,1,628,9,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
1,Manappuram Finance,https://www.ambitionbox.com/overview/manappuram-finance-overview,3.9,(4.6k),NBFC | Bangalore / Bengaluru +577 other locations,4.6k,8.5k,169,5,277,24,"Promotions / Appraisal, Skill Development / Learning",
2,JustDial,https://www.ambitionbox.com/overview/justdial-overview,3.5,(4.6k),Internet | Noida +206 other locations,4.6k,14.6k,353,53,395,9,,"Promotions / Appraisal, Work Satisfaction, Job Security"
3,Eviden,https://www.ambitionbox.com/overview/eviden-overview,3.6,(4.6k),IT Services & Consulting | Pune +36 other locations,4.6k,30.3k,305,42,71,11,Work Life Balance,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
4,Swiggy,https://www.ambitionbox.com/overview/swiggy-overview,3.8,(4.5k),Internet | Bangalore / Bengaluru +214 other locations,4.5k,20.8k,459,96,382,14,,"Job Security, Promotions / Appraisal, Work Satisfaction"
5,Vivo,https://www.ambitionbox.com/overview/vivo-overview,4.1,(4.6k),Consumer Electronics & Appliances | Noida +400 other locations,4.6k,12.7k,204,2,687,3,"Skill Development / Learning, Company Culture, Work Life Balance",Promotions / Appraisal
6,BNY,https://www.ambitionbox.com/overview/bny-overview,3.8,(4.5k),Financial Services | Pune +22 other locations,4.5k,28.8k,361,49,575,1,"Work Life Balance, Company Culture","Promotions / Appraisal, Job Security"
7,IQVIA,https://www.ambitionbox.com/overview/iqvia-overview,3.8,(4.5k),Clinical Research | Bangalore / Bengaluru +58 other locations,4.5k,28.2k,483,30,565,10,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal
8,Kalpataru Projects International,https://www.ambitionbox.com/overview/kalpataru-projects-international-overview,4.1,(4.5k),Engineering & Construction | Mumbai +287 other locations,4.5k,12.5k,272,2,222,21,"Job Security, Company Culture, Work Life Balance",
9,SBI Cards & Payment Services,https://www.ambitionbox.com/overview/sbi-cards-and-payment-services-overview,3.7,(4.5k),Financial Services | New Delhi +394 other locations,4.5k,15.5k,252,81,361,13,,"Promotions / Appraisal, Work Satisfaction, Company Culture"
10,TVS Motor,https://www.ambitionbox.com/overview/tvs-motor-overview,3.9,(4.4k),Automobile | Hosur +324 other locations,4.4k,14.8k,340,5,565,9,"Skill Development / Learning, Job Security, Salary & Benefits",Promotions / Appraisal
11,Atos,https://www.ambitionbox.com/overview/atos-global-it-solutions-and-services-overview,3.8,(4.4k),IT Services & Consulting | Pune +48 other locations,4.4k,33.1k,390,109,495,10,Work Life Balance,"Promotions / Appraisal, Salary & Benefits"
12,Home Credit Finance,https://www.ambitionbox.com/overview/home-credit-finance-overview,4.1,(4.4k),NBFC | Gurgaon / Gurugram +125 other locations,4.4k,9.6k,120,36,649,6,"Work Life Balance, Company Culture, Skill Development / Learning",Promotions / Appraisal
13,CBRE,https://www.ambitionbox.com/overview/cbre-overview,4.1,(4.4k),Real Estate | Hyderabad / Secunderabad +85 other locations,4.4k,17k,292,57,499,18,"Skill Development / Learning, Company Culture, Work Life Balance",
14,Persistent Systems,https://www.ambitionbox.com/overview/persistent-systems-overview,3.6,(4.3k),IT Services & Consulting | Pune +41 other locations,4.3k,40k,635,188,440,26,,"Promotions / Appraisal, Job Security, Work Satisfaction"
15,PolicyBazaar,https://www.ambitionbox.com/overview/policybazaar-overview,3.7,(4.3k),Internet | Gurgaon / Gurugram +126 other locations,4.3k,15.3k,461,285,267,12,Salary & Benefits,"Work Life Balance, Company Culture, Work Satisfaction"
16,Nagarro,https://www.ambitionbox.com/overview/nagarro-overview,4.0,(4.3k),IT Services & Consulting | Gurgaon / Gurugram +47 other locations,4.3k,27.8k,783,280,1.2k,19,"Work Life Balance, Company Culture, Skill Development / Learning",
17,OPPO,https://www.ambitionbox.com/overview/oppo-overview,4.0,(4.2k),Consumer Electronics & Appliances | Greater Noida +387 other locations,4.2k,12k,224,12,636,10,Skill Development / Learning,"Promotions / Appraisal, Job Security"
18,Amdocs,https://www.ambitionbox.com/overview/amdocs-overview,3.7,(4.3k),Software Product | Pune +21 other locations,4.3k,35.6k,527,16,711,20,Company Culture,"Promotions / Appraisal, Work Satisfaction, Job Security"
19,JBM Group,https://www.ambitionbox.com/overview/jbm-group-overview,4.0,(4.2k),Auto Components | Gurgaon / Gurugram +103 other locations,4.2k,13.5k,300,42,416,21,"Job Security, Skill Development / Learning",Promotions / Appraisal
20,State Bank of India,https://www.ambitionbox.com/overview/state-bank-of-india-overview,3.8,(4.2k),Banking | Mumbai +555 other locations,4.2k,10.7k,266,1,428,4,"Job Security, Salary & Benefits",Work Life Balance
1,SBI Life Insurance Company,https://www.ambitionbox.com/overview/sbi-life-insurance-company-overview,3.8,(4.2k),Insurance | Mumbai +597 other locations,4.2k,10.9k,258,8,351,16,Job Security,"Promotions / Appraisal, Work Satisfaction"
2,NTT Data,https://www.ambitionbox.com/overview/ntt-data-overview,3.8,(4.2k),IT Services & Consulting | Bangalore / Bengaluru +67 other locations,4.2k,30.5k,651,24,202,7,"Work Life Balance, Job Security",Promotions / Appraisal
3,Schneider Electric,https://www.ambitionbox.com/overview/schneider-electric-overview,4.1,(4.2k),Industrial Automation | Bangalore / Bengaluru +116 other locations,4.2k,21.8k,381,294,499,13,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
4,Nagarjuna Construction Company,https://www.ambitionbox.com/overview/ncc-overview,4.1,(4.2k),Engineering & Construction | Hyderabad / Secunderabad +261 other locations,4.2k,10.7k,346,10,434,11,"Job Security, Skill Development / Learning, Salary & Benefits",
5,Bosch,https://www.ambitionbox.com/overview/bosch-overview,4.2,(4.1k),Auto Components | Bangalore / Bengaluru +115 other locations,4.1k,19.7k,343,439,660,18,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
6,Dell,https://www.ambitionbox.com/overview/dell-overview,3.9,(4.1k),Consumer Electronics & Appliances | Bangalore / Bengaluru +109 other locations,4.1k,27.3k,402,10,584,25,"Work Life Balance, Company Culture",Promotions / Appraisal
7,Hewlett Packard Enterprise,https://www.ambitionbox.com/overview/hewlett-packard-enterprise-overview,4.1,(4.1k),IT Services & Consulting | Bangalore / Bengaluru +96 other locations,4.1k,26k,243,4,583,18,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
8,Mahindra Logistics,https://www.ambitionbox.com/overview/mahindra-logistic-overview,3.9,(4k),Logistics | Mumbai +226 other locations,4k,12.9k,216,10,467,24,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits"
9,Ecom Express,https://www.ambitionbox.com/overview/ecom-express-overview,3.8,(4.1k),Logistics | Gurgaon / Gurugram +693 other locations,4.1k,9k,216,10,342,27,,"Promotions / Appraisal, Job Security"
10,KEC International,https://www.ambitionbox.com/overview/kec-international-overview,4.0,(4k),Engineering & Construction | Mumbai +293 other locations,4k,12k,342,--,460,43,"Job Security, Salary & Benefits, Company Culture",Promotions / Appraisal
11,Piramal Capital Housing Finance,https://www.ambitionbox.com/overview/piramal-capital-housing-finance-limited-overview,4.2,(4k),NBFC | Mumbai +361 other locations,4k,9.3k,202,2,274,36,"Company Culture, Work Life Balance, Skill Development / Learning",
12,Varun Beverages,https://www.ambitionbox.com/overview/varun-beverages-overview,4.0,(3.9k),Beverage | New Delhi +334 other locations,3.9k,11k,260,44,344,27,"Job Security, Salary & Benefits",Promotions / Appraisal
13,Aditya Birla Fashion and Retail,https://www.ambitionbox.com/overview/aditya-birla-fashion-and-retail-overview,4.1,(3.9k),Fashion & Textile | Bangalore / Bengaluru +265 other locations,3.9k,12.2k,227,12,405,13,"Job Security, Skill Development / Learning, Company Culture",
14,Randstad,https://www.ambitionbox.com/overview/randstad-overview,3.7,(3.9k),Recruitment | Hyderabad / Secunderabad +308 other locations,3.9k,15.1k,283,68,347,7,,"Promotions / Appraisal, Job Security, Work Satisfaction"
15,Deutsche Bank,https://www.ambitionbox.com/overview/deutsche-bank-overview,3.8,(3.8k),Banking | Pune +42 other locations,3.8k,32.7k,383,650,438,79,"Work Life Balance, Job Security, Company Culture","Promotions / Appraisal, Skill Development / Learning"
16,Hyundai Motor India Limited,https://www.ambitionbox.com/overview/hyundai-motor-india-limited-overview,4.2,(3.8k),Automobile | Chennai +272 other locations,3.8k,12.8k,278,--,554,24,"Job Security, Skill Development / Learning, Salary & Benefits",
17,CARS24,https://www.ambitionbox.com/overview/cars24-dot-com-overview,3.5,(3.8k),Internet | Gurgaon / Gurugram +164 other locations,3.8k,14.3k,357,95,438,17,,"Job Security, Promotions / Appraisal, Company Culture"
18,Havells,https://www.ambitionbox.com/overview/havells-overview,3.9,(3.8k),Electrical Equipment | Noida +227 other locations,3.8k,12.8k,231,35,345,9,"Work Life Balance, Salary & Benefits",Promotions / Appraisal
19,ITC Infotech,https://www.ambitionbox.com/overview/itc-infotech-india-overview,3.6,(3.8k),IT Services & Consulting | Bangalore / Bengaluru +63 other locations,3.8k,28.1k,363,57,343,8,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
20,EY Global Delivery Services ( EY GDS),https://www.ambitionbox.com/overview/eygbs-overview,3.5,(3.8k),Accounting & Auditing | Bangalore / Bengaluru +47 other locations,3.8k,36.2k,793,10,187,16,Job Security,"Promotions / Appraisal, Work Satisfaction, Work Life Balance"
1,R1 RCM,https://www.ambitionbox.com/overview/r1-rcm-overview,3.8,(3.8k),BPO | New Delhi +42 other locations,3.8k,19.4k,304,333,401,22,"Company Culture, Job Security",Promotions / Appraisal
2,Intas Pharmaceuticals,https://www.ambitionbox.com/overview/intas-pharmaceuticals-overview,4.1,(3.7k),Pharma | Ahmedabad +134 other locations,3.7k,16.3k,227,21,437,9,"Job Security, Salary & Benefits, Work Life Balance",
3,L&T Finance,https://www.ambitionbox.com/overview/l-and-t-finance-overview,3.9,(3.8k),NBFC | Mumbai +549 other locations,3.8k,11.3k,170,1,279,27,Salary & Benefits,Promotions / Appraisal
4,Bajaj Auto,https://www.ambitionbox.com/overview/bajaj-auto-overview,3.8,(3.7k),Automobile | Pune +290 other locations,3.7k,13.4k,286,9,561,23,,Promotions / Appraisal
5,Team Lease,https://www.ambitionbox.com/overview/team-lease-overview,3.9,(3.7k),Recruitment | Bangalore / Bengaluru +371 other locations,3.7k,14.9k,222,1,227,6,,Promotions / Appraisal
6,Oyo Rooms,https://www.ambitionbox.com/overview/oyo-rooms-overview,3.2,(3.6k),Internet | Gurgaon / Gurugram +118 other locations,3.6k,17.9k,226,75,398,14,,"Job Security, Work Satisfaction, Promotions / Appraisal"
7,Reliance Communications,https://www.ambitionbox.com/overview/reliance-communications-overview,4.0,(3.6k),Telecom | Mumbai +455 other locations,3.6k,10k,97,--,386,--,"Skill Development / Learning, Company Culture, Work Life Balance",Promotions / Appraisal
8,Tata AIA Life Insurance,https://www.ambitionbox.com/overview/tata-aia-life-insurance-overview,4.0,(3.6k),Insurance | Mumbai +388 other locations,3.6k,12.7k,195,564,317,18,"Job Security, Skill Development / Learning, Salary & Benefits",
9,Access Healthcare,https://www.ambitionbox.com/overview/access-healthcare-overview,3.9,(3.6k),Analytics & KPO | Chennai +48 other locations,3.6k,21.9k,225,240,297,37,"Job Security, Company Culture",Promotions / Appraisal
10,John Deere,https://www.ambitionbox.com/overview/john-deere-overview,4.1,(3.6k),Industrial Machinery | Pune +136 other locations,3.6k,14.7k,242,15,446,11,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal
11,Tata Communications,https://www.ambitionbox.com/overview/tata-communications-overview,4.0,(3.6k),Telecom | Pune +98 other locations,3.6k,22.8k,270,25,454,13,"Job Security, Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits"
12,Macleods Pharmaceuticals,https://www.ambitionbox.com/overview/macleods-pharmaceuticals-overview,3.6,(3.6k),Pharma | Mumbai +115 other locations,3.6k,15k,220,9,386,3,Job Security,"Promotions / Appraisal, Company Culture, Work Satisfaction"
13,Hetero,https://www.ambitionbox.com/overview/hetero-overview,3.8,(3.6k),Pharma | Hyderabad / Secunderabad +59 other locations,3.6k,14.4k,247,40,364,12,Job Security,"Promotions / Appraisal, Salary & Benefits"
14,Thermax Limited,https://www.ambitionbox.com/overview/thermax-overview,4.2,(3.5k),Industrial Machinery | Pune +222 other locations,3.5k,12k,273,53,399,22,"Job Security, Company Culture, Skill Development / Learning",
15,LG Electronics,https://www.ambitionbox.com/overview/lg-electronics-overview,3.9,(3.5k),Consumer Electronics & Appliances | Pune +278 other locations,3.5k,10.1k,218,--,435,18,"Job Security, Skill Development / Learning, Salary & Benefits",Promotions / Appraisal
16,Royal Enfield,https://www.ambitionbox.com/overview/royal-enfield-overview,4.2,(3.6k),Automobile | Chennai +346 other locations,3.6k,13.6k,166,--,417,36,"Company Culture, Work Life Balance, Work Satisfaction",
17,HDFC Ergo General Insurance,https://www.ambitionbox.com/overview/hdfc-ergo-general-insurance-company-overview,3.9,(3.5k),Insurance | Mumbai +296 other locations,3.5k,11.6k,164,--,291,6,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
18,Aakash Educational Services,https://www.ambitionbox.com/overview/aakash-institute-overview,3.4,(3.5k),Education & Training | New Delhi +230 other locations,3.5k,12.2k,324,84,229,21,,"Work Life Balance, Promotions / Appraisal, Work Satisfaction"
19,VE Commercial Vehicles,https://www.ambitionbox.com/overview/ve-commercial-vehicles-overview,4.0,(3.5k),Automobile | Indore +144 other locations,3.5k,12.7k,231,18,383,7,"Job Security, Skill Development / Learning",Promotions / Appraisal
20,Utkarsh Small Finance Bank,https://www.ambitionbox.com/overview/utkarsh-small-finance-bank-overview,3.8,(3.5k),Banking | Varanasi +352 other locations,3.5k,9.9k,239,12,280,37,,Promotions / Appraisal
1,Carelon Global Solutions,https://www.ambitionbox.com/overview/carelon-global-solutions-overview,3.9,(3.4k),Software Product | Bangalore / Bengaluru +17 other locations,3.4k,25.5k,379,16,66,7,"Company Culture, Job Security, Work Life Balance",Promotions / Appraisal
2,Cummins,https://www.ambitionbox.com/overview/cummins-overview,4.3,(3.4k),Industrial Machinery | Pune +106 other locations,3.4k,14.7k,250,68,494,16,"Company Culture, Work Life Balance, Skill Development / Learning",
3,DCB Bank,https://www.ambitionbox.com/overview/dcb-bank-overview,3.8,(3.4k),Banking | Mumbai +326 other locations,3.4k,9.3k,194,241,258,20,Work Life Balance,Promotions / Appraisal
4,Viatris,https://www.ambitionbox.com/overview/viatris-overview,4.1,(3.4k),Pharma | Hyderabad / Secunderabad +75 other locations,3.4k,13.6k,145,5,538,12,"Salary & Benefits, Job Security, Work Life Balance",
5,Berger Paints,https://www.ambitionbox.com/overview/berger-paints-overview,3.7,(3.4k),Chemicals | Kolkata +302 other locations,3.4k,8.9k,293,198,294,12,,"Promotions / Appraisal, Company Culture, Work Life Balance"
6,Bank of America,https://www.ambitionbox.com/overview/bank-of-america-overview,4.2,(3.4k),Banking | Gurgaon / Gurugram +33 other locations,3.4k,26k,256,4,453,--,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal
7,Publicis Sapient,https://www.ambitionbox.com/overview/publicis-sapient-overview,3.5,(3.4k),IT Services & Consulting | Bangalore / Bengaluru +44 other locations,3.4k,27.3k,640,257,432,61,,"Promotions / Appraisal, Job Security, Work Satisfaction"
8,Jubilant Foods Works,https://www.ambitionbox.com/overview/jubilant-foods-works-overview,3.7,(3.4k),Hospitality | New Delhi +233 other locations,3.4k,8.1k,198,124,194,11,,"Promotions / Appraisal, Work Life Balance, Work Satisfaction"
9,American Express,https://www.ambitionbox.com/overview/american-express-overview,4.1,(3.4k),Financial Services | Gurgaon / Gurugram +49 other locations,3.4k,21.6k,380,161,471,10,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
10,PVR Inox,https://www.ambitionbox.com/overview/pvr-cinemas-overview,3.9,(3.3k),Media & Entertainment | New Delhi +148 other locations,3.3k,9.2k,176,11,258,3,Skill Development / Learning,Promotions / Appraisal
11,Hindalco Industries,https://www.ambitionbox.com/overview/hindalco-industries-overview,4.2,(3.3k),Metals & Mining | Sambalpur +112 other locations,3.3k,10.8k,236,10,362,9,"Job Security, Work Life Balance, Skill Development / Learning",
12,Jindal Steel and Power,https://www.ambitionbox.com/overview/jindal-steel-and-power-overview,3.9,(3.3k),Iron & Steel | Angul +154 other locations,3.3k,14k,337,27,352,26,Skill Development / Learning,Promotions / Appraisal
13,Subros,https://www.ambitionbox.com/overview/subros-overview,3.8,(3.4k),Auto Components | Noida +79 other locations,3.4k,12k,182,1,440,8,"Job Security, Skill Development / Learning, Company Culture","Salary & Benefits, Promotions / Appraisal"
14,Lenskart,https://www.ambitionbox.com/overview/lenskart-overview,3.2,(3.4k),Internet | New Delhi +211 other locations,3.4k,11.1k,345,119,224,18,,"Promotions / Appraisal, Company Culture, Work Life Balance"
